work_year,salary,remote_ratio,experience_level,employment_type,job_title,employee_residence,company_location,company_size,prediction
2022,65000,50,MI,FT,Data Scientist,GB,GB,M,79859.03
2022,175000,100,SE,FT,Data Scientist,US,US,M,175000.0
2023,120000,100,EN,FT,Research Engineer,GB,GB,M,124091.58
2022,38000,0,SE,FT,Data Analyst,ES,ES,M,40082.21
2023,40000,100,MI,FT,Machine Learning Engineer,GB,GB,M,48195.71
2023,174500,0,SE,FT,Data Architect,US,US,M,174500.0
2022,80000,100,EN,FT,Data Scientist,US,US,L,80020.0
2022,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2022,120600,100,SE,FT,Data Analyst,US,US,M,119512.02
2022,83000,100,MI,FT,Data Scientist,GB,GB,M,102184.05
2023,245100,0,SE,FT,Data Science Manager,US,US,M,245052.0
2023,145000,0,SE,FT,Data Analyst,US,US,M,145000.0
2023,107500,100,SE,FT,Data Engineer,US,US,M,107518.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,148800,100,SE,FT,Machine Learning Engineer,US,US,M,148776.5
2022,94500,0,SE,FT,Data Science Consultant,US,US,M,94352.3
2023,129300,0,SE,FT,Business Intelligence Engineer,US,US,M,129300.0
2022,45000,0,MI,FT,Data Analyst,GB,GB,M,55252.76
2022,105000,0,SE,FT,Data Engineer,US,US,M,105000.0
2022,200000,50,EN,FT,AI Scientist,CA,CA,L,200438.54
2022,55000,100,MI,FT,Data Engineer,GB,GB,M,67723.59
2023,110000,100,MI,FT,Data Analyst,US,US,M,110000.0
2022,170000,0,MI,FT,Data Engineer,US,US,M,170000.0
2023,167000,0,SE,FT,Analytics Engineer,US,US,M,167021.0
2022,140000,0,MI,FT,Data Analytics Manager,US,US,M,140000.0
2022,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2023,228000,0,SE,FT,Data Scientist,US,US,M,227763.98
2022,182000,100,SE,FT,Data Engineer,US,US,M,182007.3
2023,200000,0,SE,FT,Data Engineer,US,US,M,200000.0
2023,220000,0,SE,FT,Data Scientist,US,US,M,219990.0
2020,190200,100,SE,FT,Data Science Manager,US,US,M,190136.0
2022,230000,100,SE,FT,Data Scientist,US,US,M,229920.0
2022,100000,100,SE,FT,Machine Learning Developer,CA,CA,M,79072.6
2023,1300000,100,SE,FT,Data Analyst,IN,IN,S,17703.52
2023,199000,0,SE,FT,Data Engineer,US,US,M,198951.1
2021,82500,100,MI,FT,Data Scientist,US,US,S,82840.93
2022,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2023,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2021,30000,0,MI,FT,AI Scientist,GH,GH,S,30946.71
2023,168400,0,SE,FT,Data Analyst,US,US,M,168354.8
2021,100000,100,MI,FT,BI Data Analyst,US,US,M,100000.0
2023,125000,0,MI,FT,Machine Learning Scientist,US,US,S,125000.0
2021,151000,100,MI,FT,Principal Data Scientist,US,US,L,152368.95
2022,153600,0,SE,FT,Data Engineer,US,US,M,153600.0
2022,66822,100,SE,FT,Data Engineer,GB,GB,M,81358.67
2022,112900,100,SE,FT,Data Analyst,US,US,M,112900.0
2023,75000,0,SE,FT,Data Engineer,US,US,M,75000.0
2023,109000,0,MI,FT,Data Analyst,US,US,M,109000.0
2022,205000,0,EX,FT,Head of Data,US,US,M,205003.0
2022,128875,100,SE,FT,Data Engineer,US,US,M,128895.0
2023,183000,100,SE,FT,Data Scientist,US,US,M,182953.2
2022,70000,0,SE,FT,Data Engineer,PT,PT,M,73468.4
2022,160000,0,MI,FT,Data Scientist,US,US,M,160000.0
2023,200000,0,SE,FT,Research Scientist,US,US,M,200000.0
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2023,160000,0,MI,FT,ML Engineer,US,US,M,160000.0
2022,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2023,145000,0,MI,FT,Data Scientist,US,US,M,145000.0
2022,70000,100,MI,FT,Data Engineer,ES,ES,M,73750.31
2021,170000,100,SE,FT,Principal Data Analyst,US,US,M,170000.0
2021,18000,0,MI,FT,Big Data Engineer,MD,MD,S,18598.12
2023,200000,0,MI,FT,Machine Learning Scientist,US,US,S,200000.0
2023,105000,0,MI,FT,Data Engineer,GB,GB,M,127168.38
2022,132100,100,SE,FT,Data Engineer,US,US,L,132093.2
2022,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,60000,0,SE,FT,Data Analyst,US,US,M,60238.82
2023,60000,0,SE,FT,AI Developer,UA,UA,M,61522.46
2022,108000,0,SE,FT,Applied Machine Learning Scientist,US,US,L,108000.0
2022,60000,0,MI,FT,Data Engineer,GB,GB,M,73851.02
2023,160000,0,SE,FT,Data Scientist,US,US,M,160000.0
2023,125000,0,SE,FT,Data Analyst,US,US,M,125000.0
2023,200000,100,SE,FT,Data Architect,US,US,M,200000.0
2023,70000,0,MI,FT,Data Scientist,GB,GB,M,85195.19
2023,220000,0,MI,FT,Data Science Manager,US,US,M,220000.0
2023,152380,0,SE,FT,Data Analyst,US,US,M,152424.8
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,95000,0,SE,FT,Data Engineer,US,US,M,95000.0
2023,85000,100,EN,FT,Data Analyst,US,US,M,85000.0
2023,175000,0,EX,FT,Data Engineer,US,US,M,175000.0
2023,80000,100,SE,FT,Research Engineer,DE,DE,S,86220.93
2023,299500,0,SE,FT,Data Science Manager,US,US,M,291078.15
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,213000,0,SE,FT,Data Engineer,US,US,M,213006.8
2022,135000,100,SE,FT,Data Architect,US,US,M,135000.0
2022,125000,100,SE,FT,Analytics Engineer,US,US,M,125000.0
2022,203500,0,SE,FT,Data Scientist,US,US,M,203463.0
2022,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2023,135000,0,SE,FT,NLP Engineer,US,US,M,135000.0
2022,58000,100,MI,FT,Data Scientist,DE,DE,S,61051.87
2023,231250,100,SE,FT,Data Science Manager,US,US,M,231252.5
2022,120000,100,SE,FT,BI Developer,US,US,M,120000.0
2023,175000,100,SE,FT,Data Scientist,US,US,M,175000.0
2023,90000,100,SE,FT,Data Scientist,US,US,M,90000.0
2022,45000,0,SE,FT,Data Scientist,ES,ES,M,47290.09
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,154000,100,SE,FT,Data Scientist,US,US,M,154000.0
2023,120000,0,MI,FT,Data Manager,US,US,M,120000.0
2023,36000,50,MI,FT,AI Scientist,ES,ES,L,38148.0
2022,86000,100,EN,FT,Data Engineer,US,US,L,86336.34
2023,170000,0,SE,FT,Machine Learning Scientist,US,US,M,170000.0
2020,55000,50,MI,FT,Data Scientist,FR,LU,S,61029.18
2022,200100,100,SE,FT,Data Engineer,US,US,M,200115.2
2022,140400,0,SE,FT,Data Scientist,US,US,L,140388.0
2022,30000,100,MI,FT,Data Scientist,MX,MX,L,31207.32
2023,108000,0,SE,FT,Data Analyst,US,US,M,108000.0
2023,150000,0,SE,FT,Research Scientist,US,US,M,150000.0
2022,78000,100,MI,FT,Data Engineer,BR,BR,M,77568.06
2022,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2021,80000,50,SE,FT,Machine Learning Engineer,DE,DE,L,91567.16
2023,175000,0,SE,FT,Data Scientist,US,US,M,175000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2020,450000,100,MI,FT,Product Data Analyst,IN,IN,L,5939.63
2022,126000,100,SE,FT,Data Engineer,US,US,M,126000.0
2022,13000,100,EN,FT,Data Analytics Engineer,AR,AR,S,12867.66
2022,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2023,185000,0,SE,FT,Data Scientist,US,US,M,185000.0
2022,109280,100,SE,FT,Data Analyst,US,US,M,109295.6
2022,36000,0,SE,FT,Data Scientist,ES,ES,M,37832.07
2022,123400,0,SE,FT,Data Scientist,US,US,M,123443.0
2023,139500,0,SE,FT,Data Scientist,US,US,M,139501.0
2022,159200,100,SE,FT,Data Scientist,US,US,L,159101.61
2021,82500,100,SE,FT,Data Engineer,GB,GB,M,109166.7
2021,50000,50,EN,FT,Data Analyst,FR,FR,M,56416.33
2023,162000,0,SE,FT,Data Engineer,US,US,M,161982.0
2022,249260,0,SE,FT,Data Science Manager,US,US,M,249304.2
2023,190000,0,SE,FT,Data Scientist,CA,CA,M,190000.0
2023,200000,0,MI,FT,Data Engineer,US,US,M,200000.0
2022,180000,100,SE,FT,Machine Learning Engineer,US,US,M,180000.0
2023,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,241871,0,SE,FT,Data Engineer,US,US,M,241943.43
2023,64500,0,MI,FT,Data Analyst,US,US,M,64497.06
2023,200000,0,MI,FT,Machine Learning Engineer,US,US,M,200000.0
2023,1000000,50,SE,FT,Data Science Consultant,TH,TH,M,28496.44
2022,180000,100,MI,FT,ML Engineer,US,US,M,180000.0
2023,237000,100,SE,FT,Data Scientist,US,US,M,236989.0
2023,122000,0,SE,FT,Data Science Consultant,US,US,M,121999.04
2023,30000,100,EN,FT,Compliance Data Analyst,NG,NG,L,30082.38
2023,136000,100,SE,FT,Data Scientist,US,US,M,136000.0
2022,134000,100,SE,FT,Data Scientist,US,US,M,134000.0
2023,45000,100,SE,FT,Data Analyst,CF,CF,M,52741.18
2023,150000,0,SE,FT,Machine Learning Engineer,US,US,M,150000.0
2022,240000,0,SE,FT,ML Engineer,US,US,M,240000.0
2022,67000,0,EN,FT,Data Analyst,CA,CA,M,65858.95
2022,55000,100,MI,FT,Data Engineer,GB,GB,M,67723.59
2021,195000,100,SE,FT,Machine Learning Infrastructure Engineer,US,US,M,195030.0
2023,150000,0,SE,FT,Research Scientist,US,US,M,150000.0
2023,100000,0,MI,FT,Machine Learning Engineer,GB,GB,M,117950.23
2023,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2022,55000,0,EN,FT,Data Analyst,US,US,M,54980.0
2023,112000,50,EN,FT,Data Scientist,CH,CH,L,118312.65
2022,89200,100,SE,FT,Data Analyst,US,US,M,89336.0
2023,140000,0,SE,FT,Data Manager,US,US,M,140000.0
2023,299500,0,SE,FT,Data Science Manager,US,US,M,291078.15
2023,190000,0,SE,FT,Machine Learning Engineer,US,US,M,189965.5
2023,25500,100,MI,CT,ML Engineer,US,US,S,25825.24
2022,100000,0,SE,FT,Data Scientist,US,US,L,100000.0
2023,150000,0,EN,FT,Data Analyst,US,US,M,150000.0
2022,100000,0,SE,FT,Data Analyst,US,US,M,100000.0
2023,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2023,236000,100,SE,FT,Data Engineer,US,US,M,236062.0
2022,2800000,50,MI,FT,Data Engineer,IN,IN,L,37211.01
2023,106800,0,SE,FT,Data Analyst,US,US,M,106800.0
2023,237000,100,SE,FT,Data Scientist,US,US,M,236989.0
2022,161000,100,MI,FT,Data Engineer,US,US,M,161072.36
2023,203300,100,SE,FT,Data Engineer,US,US,M,203345.06
2020,85000,50,SE,FT,Big Data Engineer,GB,GB,M,109722.18
2022,190000,0,SE,FT,Data Scientist,US,US,M,190000.0
2022,75000,0,MI,FT,Data Analyst,CA,CA,M,73548.05
2023,72000,100,MI,FT,Data Engineer,MX,MX,M,73238.03
2022,99100,0,MI,FT,Data Engineer,US,US,M,98943.6
2023,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2022,100000,100,SE,FT,Data Engineer,US,US,M,100000.0
2022,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2023,167200,100,SE,FT,Data Engineer,US,US,M,167108.8
2023,185000,100,SE,FT,Data Scientist,US,US,M,185000.0
2023,172200,0,SE,FT,Machine Learning Engineer,US,US,M,172200.0
2022,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2023,169000,0,SE,FT,Data Manager,US,US,M,169010.0
2022,175950,100,SE,FT,Data Analyst,US,US,M,176082.32
2023,135000,100,SE,FT,BI Developer,US,US,M,135000.0
2023,170000,0,SE,FT,Data Engineer,US,US,M,170000.0
2023,125000,100,MI,FT,Research Scientist,US,US,M,125000.0
2022,135000,0,SE,FT,Data Engineer,US,US,M,135000.0
2022,116250,100,SE,FT,Data Engineer,US,US,M,116185.0
2022,152000,0,SE,FT,Data Engineer,US,US,M,152001.8
2022,115934,100,SE,FT,Data Analyst,US,US,M,115934.0
2021,75000,100,MI,FT,Machine Learning Engineer,BE,BE,M,84917.63
2023,93800,100,SE,FT,Data Analyst,US,US,M,93817.18
2023,241000,0,SE,FT,Machine Learning Engineer,US,US,M,240922.48
2021,80000,100,EN,FT,Data Engineer,US,US,L,80010.0
2023,198200,100,SE,FT,Data Scientist,US,US,M,198200.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2023,210000,0,SE,FT,Research Scientist,US,US,M,210000.0
2021,110000,100,MI,FT,Data Engineer,PL,PL,L,62995.03
2023,160000,0,SE,FT,Data Scientist,US,US,M,160000.0
2022,230000,100,SE,FT,Applied Scientist,US,US,M,230000.0
2022,115000,100,SE,FT,Data Analyst,US,US,M,115000.0
2023,140000,100,SE,FT,Machine Learning Engineer,US,US,M,140000.0
2022,135000,0,EN,FT,Data Engineer,US,US,M,135000.0
2022,142800,100,SE,FT,Applied Scientist,US,US,M,142900.6
2023,133200,100,SE,FT,Data Scientist,US,US,M,133229.0
2022,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2022,50000,0,SE,FT,Data Engineer,GB,GB,M,61561.25
2023,128000,100,SE,FT,Data Engineer,US,US,M,127980.75
2023,110000,100,SE,FT,Research Scientist,US,US,M,110000.0
2023,140000,0,MI,FT,Data Engineer,US,US,M,140000.0
2021,74000,50,MI,FT,Machine Learning Engineer,JP,JP,S,78817.38
2023,135000,0,SE,FT,Data Analyst,US,US,M,135000.0
2021,85000,0,EX,FT,Head of Data Science,RU,RU,M,85684.61
2023,200000,100,SE,FT,Data Scientist,US,US,M,200000.0
2022,125000,0,SE,FT,Data Scientist,US,US,M,125000.0
2022,165400,100,SE,FT,Data Engineer,US,US,M,165557.5
2022,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2023,161500,100,SE,FT,Data Analyst,US,US,M,161531.52
2022,125000,100,SE,FT,AI Scientist,CO,CO,L,125020.09
2022,136994,100,SE,FT,Data Engineer,US,US,M,136659.83
2020,42000,50,SE,FT,Data Engineer,GR,GR,L,48356.58
2022,175000,0,SE,FT,Data Engineer,US,US,M,175000.0
2022,10000,0,MI,FT,Data Scientist,TR,TR,M,9971.36
2023,220000,100,SE,FT,Data Engineer,US,US,M,220000.0
2023,153600,0,SE,FT,Data Analyst,US,US,M,153600.0
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2023,165000,0,SE,FT,Data Scientist,US,US,M,165000.0
2023,200000,0,SE,FT,Data Engineer,US,US,M,200000.0
2023,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2021,55000,50,EN,FT,Data Engineer,DE,DE,M,63561.42
2023,147100,0,SE,FT,Data Modeler,US,US,M,147096.0
2022,192400,100,SE,FT,Data Architect,CA,CA,M,192462.44
2022,187200,100,EX,FT,Data Engineer,US,US,M,187159.0
2022,129300,0,SE,FT,Machine Learning Engineer,US,US,M,129300.0
2023,80000,0,MI,FT,Data Specialist,US,US,M,80000.0
2023,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2023,180000,100,SE,FT,Data Engineer,US,US,M,180000.0
2022,231250,100,SE,FT,Analytics Engineer,US,US,M,231250.0
2023,126500,0,SE,FT,Data Scientist,US,US,M,126400.0
2021,111775,0,MI,FT,Data Engineer,US,US,M,111872.75
2023,140000,0,SE,FT,Data Manager,US,US,M,140000.0
2022,153000,100,SE,FT,Data Scientist,US,US,M,153000.9
2023,190000,0,SE,FT,Data Scientist,CA,CA,M,190000.0
2023,140000,0,SE,FT,Data Engineer,US,US,M,140000.0
2023,154000,0,SE,FT,Data Scientist,US,US,M,154000.0
2023,85500,0,SE,FT,Data Analyst,US,US,M,85420.0
2022,138938,0,SE,FT,Data Scientist,US,US,M,138933.44
2020,34000,100,MI,FT,Data Scientist,ES,ES,M,38499.9
2023,250000,0,MI,FT,Machine Learning Engineer,US,US,M,250000.0
2023,153400,0,SE,FT,Machine Learning Engineer,US,US,M,153406.0
2023,257000,0,SE,FT,Data Scientist,US,US,M,257172.5
2023,83270,100,SE,FT,Data Scientist,US,US,M,83426.71
2023,126000,0,SE,FT,Data Scientist,US,US,M,126000.0
2023,257000,0,SE,FT,Machine Learning Engineer,US,US,M,256937.5
2023,105000,100,SE,FT,Data Analyst,US,US,M,105000.0
2022,115000,0,SE,FT,Data Engineer,US,US,M,115000.0
2022,40000,100,EN,FT,Applied Data Scientist,AU,PK,M,40466.58
2022,130000,100,MI,FT,Data Scientist,US,US,M,130000.0
2023,55000,0,SE,FT,Data Analyst,US,US,M,55001.0
2023,120000,0,SE,FT,Data Science Manager,US,US,M,120000.0
2021,125000,50,SE,FT,Big Data Architect,CA,CA,M,106847.24
2022,108800,0,SE,FT,Data Engineer,US,US,M,108905.2
2023,94000,0,SE,FT,Data Science Consultant,US,US,M,93987.52
2022,59000,0,MI,FT,Research Scientist,AT,AT,L,63011.67
2022,175000,100,SE,FT,Data Engineer,US,US,M,175000.0
2023,245100,0,SE,FT,Data Science Manager,US,US,M,245052.0
2023,87980,0,SE,FT,Data Engineer,US,US,M,87753.77
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,190000,0,SE,FT,Data Scientist,US,US,M,190000.0
2023,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2022,110500,100,SE,FT,Data Engineer,US,US,M,110531.5
2023,203000,100,SE,FT,Data Scientist,US,US,M,202993.06
2023,128000,0,SE,FT,Data Engineer,US,US,M,127995.75
2023,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2022,160000,100,SE,FT,Data Scientist,US,US,L,160000.0
2020,51999,100,MI,FT,Data Engineer,DE,DE,S,58926.21
2022,247500,0,SE,FT,Data Engineer,US,US,M,247473.0
2022,190000,100,SE,FT,Data Architect,US,US,M,190000.0
2022,202800,0,SE,FT,Data Scientist,US,US,L,202848.53
2023,132300,0,SE,FT,Data Engineer,US,US,M,132301.0
2022,80000,0,MI,FT,Research Scientist,DE,DE,S,84445.89
2023,241000,0,SE,FT,Data Engineer,US,US,M,240937.42
2023,133800,0,SE,FT,Data Engineer,US,US,M,133816.56
2022,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2021,12000,100,EN,PT,AI Scientist,BR,US,S,12024.0
2022,185400,0,SE,FT,Data Science Manager,US,US,M,185348.0
2022,155000,0,SE,FT,Data Engineer,US,US,M,154992.0
2022,154560,0,SE,FT,Data Analyst,US,US,M,154567.05
2022,48000,100,MI,FT,Analytics Engineer,BR,BR,M,45697.25
2022,180000,100,SE,FT,Machine Learning Engineer,US,US,M,180000.0
2022,140000,100,SE,FT,Analytics Engineer,US,US,M,140000.0
2022,58000,0,MI,FT,Data Analyst,US,US,S,58162.56
2022,215300,0,SE,FT,Data Scientist,US,US,L,215271.0
2023,230000,0,SE,FT,Data Analyst,US,US,M,230000.0
2022,175000,0,SE,FT,Data Engineer,US,US,M,175000.0
2023,36000,0,SE,FT,Data Scientist,LV,LV,M,38669.55
2022,183600,100,SE,FT,Data Engineer,US,US,L,183591.1
2022,130000,100,SE,FT,Data Scientist,US,US,M,130000.0
2023,20000,0,EN,FT,Business Data Analyst,ES,ES,M,21032.79
2022,164000,50,EX,FT,Data Manager,CA,CA,L,131960.18
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2023,291500,0,SE,FT,Data Engineer,US,US,M,291208.8
2022,193900,0,MI,FT,Machine Learning Engineer,US,US,M,193903.0
2021,20000,0,MI,FL,Data Engineer,IT,US,L,20043.51
2022,90000,50,MI,FT,Data Analyst,SG,SG,M,72995.55
2022,123000,100,SE,FT,Data Scientist,US,US,M,122999.0
2023,134236,0,SE,FT,Data Scientist,US,US,M,134163.52
2023,83300,0,SE,FT,Machine Learning Engineer,GB,GB,M,101361.95
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,104300,0,SE,FT,Data Analyst,US,US,L,104288.0
2023,225000,100,SE,FT,Data Scientist,US,US,M,225000.0
2022,242000,100,EX,FT,Data Engineer,US,US,M,241935.62
2022,152500,100,SE,FT,Data Science Manager,US,US,M,152549.4
2022,150000,100,MI,FT,Data Analyst,US,US,M,150000.0
2022,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2022,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2023,100000,100,MI,FT,Data Engineer,US,US,M,100000.0
2023,130000,0,SE,FT,Machine Learning Engineer,US,US,M,130000.0
2022,80000,0,MI,FT,Data Engineer,GB,GB,M,98429.86
2022,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2023,70000,100,MI,FT,Data Engineer,GB,GB,M,85357.52
2023,130000,100,EN,FT,Big Data Engineer,SE,SE,S,131713.54
2022,65000,0,EN,FT,Data Engineer,US,US,M,65000.0
2022,54000,100,MI,FT,Data Scientist,BR,BR,M,51211.67
2023,50000,100,EN,FT,Data Scientist,IN,US,M,50019.62
2023,205000,0,SE,FT,Data Scientist,US,US,M,205003.0
2023,231250,100,SE,FT,Data Engineer,US,US,M,231255.0
2023,170000,0,SE,FT,Data Scientist,US,US,M,170000.0
2022,150000,0,MI,FT,Machine Learning Engineer,US,US,M,150000.0
2022,122000,0,SE,FT,Data Science Consultant,US,US,M,122014.04
2022,110000,0,SE,FT,Data Analyst,US,US,M,110000.0
2023,90000,100,MI,FT,Data Engineer,US,US,M,90000.0
2023,222200,0,SE,FT,Applied Scientist,US,US,L,222204.4
2023,105000,0,SE,FT,Data Scientist,US,US,M,104998.9
2022,65000,50,MI,FT,BI Data Analyst,AU,AU,L,51321.02
2022,130000,100,SE,FT,Data Engineer,US,US,M,130000.0
2022,75000,0,SE,FT,Analytics Engineer,GB,GB,M,92784.54
2023,95000,100,MI,FT,Data Engineer,ES,ES,M,93670.25
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2023,225000,100,SE,FT,Data Scientist,US,US,M,225000.0
2023,125000,0,SE,FT,Data Analyst,US,US,M,125000.0
2022,60000,100,MI,CT,NLP Engineer,IN,US,S,60649.06
2021,65000,50,SE,FT,Data Engineer,RO,GB,S,78290.67
2023,145000,0,EX,FT,Data Engineer,US,US,M,145000.0
2022,78000,0,SE,FT,Data Engineer,US,US,M,78031.78
2022,95000,0,SE,FT,Data Engineer,US,US,M,95000.0
2022,178800,100,SE,FT,Data Engineer,US,US,L,178778.6
2022,109000,0,MI,FT,Data Analyst,US,US,M,108996.0
2022,50000,50,MI,FT,Lead Data Scientist,GB,GB,S,61864.69
2023,121500,0,MI,FT,Data Analyst,US,US,M,121558.0
2022,192500,100,SE,FT,Data Analyst,US,US,M,192495.84
2023,52000,100,MI,FT,Data Engineer,GB,GB,M,63428.14
2022,158200,100,SE,FT,Data Scientist,US,US,L,158231.66
2023,284000,100,EX,FT,Data Engineer,US,US,M,284144.26
2023,145000,0,SE,FT,Data Scientist,US,US,M,145000.0
2023,165000,100,SE,FT,Data Engineer,US,US,M,165000.0
2023,100000,0,EN,FT,Research Scientist,US,US,M,100000.0
2022,135000,100,EX,FT,Analytics Engineer,US,US,M,136517.28
2022,36000,0,SE,FT,Data Scientist,ES,ES,M,37832.07
2023,56000,100,MI,FT,Data Scientist,AT,DE,M,59109.51
2023,45000,0,MI,FT,Data Analyst,GB,GB,M,54725.3
2023,180180,0,SE,FT,Data Analyst,US,US,M,180178.2
2022,85000,100,MI,FT,Data Scientist,US,US,M,85043.06
2022,48000,0,SE,FT,Data Analyst,ES,ES,M,50321.84
2022,100000,50,EN,FT,Financial Data Analyst,US,US,L,100000.0
2023,110000,0,SE,FT,Data Analyst,US,US,M,110000.0
2022,175000,100,SE,FT,Data Engineer,US,US,M,175000.0
2023,116704,100,EX,FT,Data Engineer,US,US,M,116700.64
2022,85000,100,SE,FT,Machine Learning Engineer,US,US,M,85005.0
2021,108000,0,MI,FT,Data Engineer,TR,TR,M,45781.25
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2022,186000,100,SE,FT,Machine Learning Engineer,US,US,M,186003.0
2022,210000,100,SE,FT,Data Engineer,US,US,M,210009.14
2022,7500000,50,SE,FT,Lead Machine Learning Engineer,IN,IN,L,87294.46
2023,94192,0,SE,FT,Research Scientist,US,US,M,94186.56
2022,112900,100,SE,FT,Data Analyst,US,US,M,112900.0
2023,110600,0,SE,FT,Data Analyst,US,US,M,110603.2
2022,120000,100,SE,FT,Data Engineer,US,US,M,120000.0
2022,144000,0,SE,FT,Data Scientist,US,US,L,143998.6
2023,106500,0,MI,FT,Data Architect,US,US,M,106473.1
2023,90000,100,MI,FT,Machine Learning Engineer,NL,NL,L,95281.24
2023,155850,0,SE,FT,Research Engineer,US,US,M,156053.22
2021,32000,100,MI,FT,Data Scientist,ES,ES,L,35552.75
2023,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2022,120000,50,EN,FT,Data Scientist,AU,AU,M,85436.18
2021,109000,50,MI,FT,Data Scientist,US,US,L,109022.0
2023,163800,0,SE,FT,Machine Learning Engineer,US,US,M,163800.0
2023,51962,100,MI,FT,Data Scientist,US,US,M,52093.17
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2022,220000,100,SE,FT,Data Engineer,US,US,M,220000.0
2023,260000,0,SE,FT,Data Scientist,US,US,M,260000.0
2023,146300,0,SE,FT,Research Scientist,US,US,M,146183.0
2023,154000,0,SE,FT,Data Engineer,US,US,M,154000.0
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2023,120000,100,SE,FT,Analytics Engineer,US,US,M,120000.0
2023,72000,0,SE,FT,Data Scientist,LV,LV,M,76763.57
2023,130000,100,SE,FT,Data Engineer,US,US,M,130000.0
2023,115360,100,MI,FT,Data Scientist,US,US,M,115406.8
2023,299500,0,SE,FT,Data Science Manager,US,US,M,291078.15
2022,130000,100,SE,FT,Data Engineer,US,US,M,130000.0
2023,200000,0,SE,FT,Research Scientist,US,US,M,200000.0
2023,71907,100,EN,FT,Data Scientist,US,US,M,72181.22
2022,175000,0,SE,FT,Data Engineer,US,US,M,175000.0
2022,154600,100,SE,FT,Data Engineer,US,US,L,154599.6
2022,50000,50,EN,FT,Data Analyst,US,US,L,50036.54
2022,190000,100,SE,FT,Cloud Database Engineer,US,US,M,190000.0
2023,139000,0,SE,FT,Data Analyst,US,US,M,138982.36
2023,150000,100,MI,FT,Research Scientist,US,US,M,150000.0
2023,48000,100,SE,FT,Data Analyst,ES,ES,M,51380.36
2020,72000,100,EN,FT,Data Analyst,US,US,L,72827.05
2022,198440,0,SE,FT,Data Scientist,US,US,L,198408.8
2022,57000,0,SE,FT,Data Analyst,GB,GB,M,69729.29
2022,105200,0,SE,FT,Data Engineer,US,US,M,105206.0
2022,210000,100,SE,FT,Data Scientist,US,US,M,210000.0
2023,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2023,106250,0,MI,FT,Data Scientist,US,US,M,106225.6
2023,90000,0,MI,FT,Data Science Consultant,US,US,M,90000.0
2023,123600,100,SE,FT,Data Engineer,US,US,M,123627.7
2022,36000,0,SE,FT,Data Scientist,ES,ES,M,37832.07
2021,43200,50,MI,FT,Machine Learning Engineer,IT,IT,L,49695.38
2022,180000,100,SE,FT,Machine Learning Engineer,US,US,M,180000.0
2023,85000,0,SE,FT,Data Analyst,US,US,M,85005.0
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2021,60000,100,MI,FT,Data Engineer,GB,GB,L,79760.64
